id,booking_date,checkin_date,checkout_date,nights,rooms,guests,market_id,channel_id,campaign_id,room_revenue,adr,lead_time_days,status
2243,2024-08-25,2024-09-07,2024-09-08,1,1,3,2,2,,330.5,330.5,13,confirmed
2244,2024-08-23,2024-09-07,2024-09-08,1,1,2,2,2,,255.19,255.19,15,confirmed
2245,2024-07-13,2024-09-07,2024-09-08,1,1,3,2,2,,363.56,363.56,56,confirmed
2246,2024-08-15,2024-09-07,2024-09-09,2,1,3,1,2,,703.16,351.58,23,confirmed
2247,2024-08-14,2024-09-07,2024-09-08,1,1,1,8,4,,320.61,320.61,24,cancelled
2248,2024-09-04,2024-09-07,2024-09-11,4,1,1,1,4,,1170.6,292.65,3,confirmed
2249,2024-08-09,2024-09-07,2024-09-10,3,1,3,8,4,,902.94,300.98,29,confirmed
2250,2024-08-08,2024-09-07,2024-09-08,1,1,2,2,4,,278.23,278.23,30,confirmed
2251,2024-07-30,2024-09-07,2024-09-10,3,1,2,4,5,,1039.56,346.52,39,confirmed
2252,2024-07-27,2024-09-07,2024-09-11,4,1,3,1,5,,1394.48,348.62,42,confirmed
2253,2024-08-11,2024-09-07,2024-09-10,3,1,2,10,6,,803.43,267.81,27,confirmed
2254,2024-08-31,2024-09-07,2024-09-10,3,1,1,11,6,,942.06,314.02,7,confirmed
2255,2024-08-24,2024-09-07,2024-09-08,1,1,3,4,6,,282.88,282.88,14,confirmed
2256,2024-08-26,2024-09-07,2024-09-08,1,1,3,8,6,,307.31,307.31,12,confirmed
2257,2024-08-29,2024-09-07,2024-09-08,1,1,1,5,6,,325.31,325.31,9,confirmed
2258,2024-08-05,2024-09-07,2024-09-08,1,1,2,2,6,,275.88,275.88,33,confirmed
2259,2024-08-20,2024-09-07,2024-09-09,2,1,2,1,6,,611.08,305.54,18,confirmed
2260,2024-09-06,2024-09-07,2024-09-10,3,1,1,6,6,,1008.51,336.17,1,confirmed
2261,2024-08-24,2024-09-07,2024-09-11,4,1,1,6,6,,1093.68,273.42,14,confirmed
2262,2024-09-05,2024-09-07,2024-09-08,1,1,1,1,6,,331.76,331.76,2,confirmed
2263,2024-08-25,2024-09-07,2024-09-10,3,1,1,1,6,,1028.64,342.88,13,confirmed
2264,2024-09-04,2024-09-07,2024-09-08,1,1,1,7,6,,298.69,298.69,3,confirmed
2265,2024-08-20,2024-09-07,2024-09-11,4,1,1,1,6,,1183.16,295.79,18,confirmed
2266,2024-08-10,2024-09-07,2024-09-08,1,1,2,8,7,,331.45,331.45,28,confirmed
2267,2024-08-30,2024-09-08,2024-09-09,1,1,2,6,1,,274.73,274.73,9,confirmed
2268,2024-07-27,2024-09-08,2024-09-11,3,1,3,5,1,,891.09,297.03,43,confirmed
2269,2024-08-14,2024-09-08,2024-09-11,3,1,2,2,1,,857.31,285.77,25,confirmed
2270,2024-08-31,2024-09-08,2024-09-09,1,1,3,1,1,,313.0,313.0,8,confirmed
2271,2024-08-22,2024-09-08,2024-09-10,2,1,1,4,1,,602.26,301.13,17,confirmed
2272,2024-08-04,2024-09-08,2024-09-10,2,1,3,7,1,,597.1,298.55,35,confirmed
2273,2024-08-06,2024-09-08,2024-09-10,2,1,3,4,1,,589.38,294.69,33,confirmed
2274,2024-08-17,2024-09-08,2024-09-09,1,1,1,1,1,,276.35,276.35,22,confirmed
2275,2024-08-06,2024-09-08,2024-09-09,1,1,2,2,2,,279.51,279.51,33,confirmed
2276,2024-08-21,2024-09-08,2024-09-09,1,1,1,11,2,,272.9,272.9,18,cancelled
2277,2024-07-24,2024-09-08,2024-09-10,2,1,3,1,2,,625.48,312.74,46,confirmed
2278,2024-08-17,2024-09-08,2024-09-12,4,1,1,6,2,,1117.44,279.36,22,confirmed
2279,2024-08-08,2024-09-08,2024-09-10,2,1,2,11,2,,653.16,326.58,31,confirmed
2280,2024-07-01,2024-09-08,2024-09-10,2,1,1,1,3,,578.9,289.45,69,confirmed
2281,2024-08-14,2024-09-08,2024-09-11,3,1,3,1,4,,940.53,313.51,25,confirmed
2282,2024-08-30,2024-09-08,2024-09-09,1,1,2,1,4,,287.73,287.73,9,confirmed
2283,2024-08-13,2024-09-08,2024-09-09,1,1,1,10,5,,257.02,257.02,26,confirmed
2284,2024-08-10,2024-09-08,2024-09-09,1,1,1,3,5,,327.81,327.81,29,confirmed
2285,2024-08-30,2024-09-08,2024-09-11,3,1,2,10,5,,929.7,309.9,9,confirmed
2286,2024-08-22,2024-09-08,2024-09-11,3,1,1,8,5,,823.26,274.42,17,confirmed
2287,2024-08-30,2024-09-08,2024-09-10,2,1,1,2,6,,540.82,270.41,9,confirmed
2288,2024-08-25,2024-09-08,2024-09-09,1,1,1,1,6,,287.59,287.59,14,confirmed
2289,2024-08-23,2024-09-08,2024-09-09,1,1,3,8,6,,317.18,317.18,16,confirmed
2290,2024-08-20,2024-09-08,2024-09-13,5,1,3,1,6,,1524.25,304.85,19,confirmed
2291,2024-09-06,2024-09-08,2024-09-13,5,1,3,4,6,,1470.1,294.02,2,confirmed
2292,2024-08-13,2024-09-08,2024-09-10,2,1,1,4,6,,499.28,249.64,26,confirmed
2293,2024-08-24,2024-09-08,2024-09-10,2,1,3,7,7,,584.02,292.01,15,confirmed
2294,2024-09-01,2024-09-09,2024-09-11,2,1,3,8,1,,521.0,260.5,8,confirmed
2295,2024-08-31,2024-09-09,2024-09-11,2,1,1,1,1,,593.26,296.63,9,confirmed
2296,2024-08-12,2024-09-09,2024-09-11,2,1,3,11,1,,585.62,292.81,28,confirmed
2297,2024-08-27,2024-09-09,2024-09-11,2,1,1,2,1,,573.7,286.85,13,confirmed
2298,2024-09-05,2024-09-09,2024-09-11,2,1,1,1,2,1,552.26,276.13,4,confirmed
2299,2024-07-31,2024-09-09,2024-09-10,1,1,1,3,2,,269.47,269.47,40,confirmed
2300,2024-08-31,2024-09-09,2024-09-11,2,1,2,11,2,,559.66,279.83,9,confirmed
2301,2024-08-30,2024-09-09,2024-09-11,2,1,3,1,2,1,538.92,269.46,10,confirmed
2302,2024-08-24,2024-09-09,2024-09-10,1,1,3,1,3,,266.5,266.5,16,confirmed
2303,2024-08-30,2024-09-09,2024-09-11,2,1,2,2,4,,544.44,272.22,10,confirmed
2304,2024-09-01,2024-09-09,2024-09-10,1,1,1,2,4,,277.11,277.11,8,confirmed
2305,2024-08-22,2024-09-09,2024-09-10,1,1,2,8,6,,266.1,266.1,18,confirmed
2306,2024-09-06,2024-09-09,2024-09-10,1,1,3,9,6,,323.1,323.1,3,confirmed
2307,2024-09-01,2024-09-09,2024-09-11,2,1,3,5,6,,516.16,258.08,8,confirmed
2308,2024-08-31,2024-09-09,2024-09-10,1,1,3,5,6,,298.34,298.34,9,confirmed
2309,2024-09-08,2024-09-10,2024-09-16,6,1,2,4,1,,1582.62,263.77,2,confirmed
2310,2024-09-06,2024-09-10,2024-09-11,1,1,1,10,1,,278.89,278.89,4,confirmed
2311,2024-08-21,2024-09-10,2024-09-12,2,1,3,2,1,,533.54,266.77,20,confirmed
2312,2024-08-24,2024-09-10,2024-09-12,2,1,3,1,1,,570.0,285.0,17,confirmed
2313,2024-08-15,2024-09-10,2024-09-14,4,1,1,1,2,,1276.28,319.07,26,confirmed
2314,2024-08-06,2024-09-10,2024-09-19,9,1,3,1,3,,2964.15,329.35,35,confirmed
2315,2024-08-05,2024-09-10,2024-09-13,3,1,3,10,3,,859.44,286.48,36,confirmed
2316,2024-08-18,2024-09-10,2024-09-12,2,1,1,2,4,,535.74,267.87,23,cancelled
2317,2024-08-26,2024-09-10,2024-09-12,2,1,2,7,5,,610.96,305.48,15,confirmed
2318,2024-08-31,2024-09-10,2024-09-11,1,1,1,3,6,,250.44,250.44,10,confirmed
2319,2024-08-21,2024-09-10,2024-09-13,3,1,3,5,6,,840.78,280.26,20,confirmed
2320,2024-09-02,2024-09-10,2024-09-11,1,1,3,4,6,,268.15,268.15,8,confirmed
2321,2024-09-06,2024-09-10,2024-09-14,4,1,2,3,6,,1060.76,265.19,4,confirmed
2322,2024-08-27,2024-09-10,2024-09-12,2,1,2,2,6,,596.06,298.03,14,confirmed
2323,2024-07-17,2024-09-10,2024-09-11,1,1,2,1,7,,265.05,265.05,55,confirmed
2324,2024-09-01,2024-09-10,2024-09-12,2,1,3,8,7,,540.62,270.31,9,confirmed
2325,2024-08-20,2024-09-11,2024-09-17,6,1,1,6,1,,1728.6,288.1,22,confirmed
2326,2024-08-14,2024-09-11,2024-09-20,9,1,1,2,1,,2672.01,296.89,28,confirmed
2327,2024-05-25,2024-09-11,2024-09-13,2,1,2,1,1,,566.36,283.18,109,confirmed
2328,2024-08-27,2024-09-11,2024-09-12,1,1,2,6,1,,295.53,295.53,15,confirmed
2329,2024-08-06,2024-09-11,2024-09-12,1,1,2,1,1,,303.32,303.32,36,confirmed
2330,2024-08-30,2024-09-11,2024-09-13,2,1,3,5,2,1,536.68,268.34,12,confirmed
2331,2024-08-28,2024-09-11,2024-09-12,1,1,1,3,2,1,313.76,313.76,14,confirmed
2332,2024-08-18,2024-09-11,2024-09-12,1,1,3,10,2,1,293.71,293.71,24,confirmed
2333,2024-08-09,2024-09-11,2024-09-15,4,1,3,2,4,,1040.52,260.13,33,confirmed
2334,2024-08-02,2024-09-11,2024-09-12,1,1,1,1,4,,267.74,267.74,40,confirmed
2335,2024-08-18,2024-09-11,2024-09-12,1,1,3,7,5,,297.92,297.92,24,confirmed
2336,2024-08-24,2024-09-11,2024-09-15,4,1,1,1,5,,1285.16,321.29,18,confirmed
2337,2024-08-11,2024-09-11,2024-09-12,1,1,2,12,5,,344.69,344.69,31,confirmed
2338,2024-09-02,2024-09-11,2024-09-14,3,1,2,1,6,,796.89,265.63,9,confirmed
2339,2024-09-09,2024-09-11,2024-09-13,2,1,2,5,6,,529.14,264.57,2,confirmed
2340,2024-08-29,2024-09-11,2024-09-14,3,1,3,9,6,,786.27,262.09,13,confirmed
2341,2024-08-28,2024-09-11,2024-09-12,1,1,2,1,6,,285.58,285.58,14,confirmed
2342,2024-09-09,2024-09-11,2024-09-16,5,1,3,3,6,,1268.15,253.63,2,confirmed
2343,2024-09-08,2024-09-11,2024-09-12,1,1,1,3,6,,310.64,310.64,3,cancelled
2344,2024-08-29,2024-09-11,2024-09-12,1,1,2,6,6,,251.33,251.33,13,confirmed
2345,2024-08-06,2024-09-11,2024-09-13,2,1,3,1,6,,548.76,274.38,36,confirmed
2346,2024-08-17,2024-09-11,2024-09-13,2,1,1,2,6,,527.48,263.74,25,confirmed
2347,2024-08-29,2024-09-11,2024-09-17,6,1,1,1,7,,1757.76,292.96,13,confirmed
2348,2024-07-31,2024-09-11,2024-09-12,1,1,2,10,7,,260.83,260.83,42,cancelled
2349,2024-09-01,2024-09-12,2024-09-13,1,1,1,1,1,,264.78,264.78,11,confirmed
2350,2024-07-27,2024-09-12,2024-09-19,7,1,1,10,1,,1843.17,263.31,47,confirmed
2351,2024-09-01,2024-09-12,2024-09-13,1,1,1,10,1,,284.23,284.23,11,confirmed
2352,2024-09-05,2024-09-12,2024-09-14,2,1,2,3,1,,569.6,284.8,7,cancelled
2353,2024-08-07,2024-09-12,2024-09-13,1,1,3,11,1,,272.71,272.71,36,confirmed
2354,2024-08-30,2024-09-12,2024-09-14,2,1,2,2,1,,582.06,291.03,13,confirmed
2355,2024-08-20,2024-09-12,2024-09-13,1,1,1,2,1,,307.05,307.05,23,confirmed
2356,2024-08-24,2024-09-12,2024-09-15,3,1,3,10,1,,941.25,313.75,19,cancelled
2357,2024-08-28,2024-09-12,2024-09-14,2,1,2,5,1,,638.28,319.14,15,confirmed
2358,2024-08-14,2024-09-12,2024-09-13,1,1,1,7,1,,253.69,253.69,29,confirmed
2359,2024-08-19,2024-09-12,2024-09-13,1,1,2,2,1,,257.34,257.34,24,confirmed
2360,2024-08-20,2024-09-12,2024-09-13,1,1,1,2,1,,278.3,278.3,23,confirmed
2361,2024-08-30,2024-09-12,2024-09-17,5,1,2,1,2,1,1389.75,277.95,13,confirmed
2362,2024-08-21,2024-09-12,2024-09-13,1,1,3,7,2,,225.15,225.15,22,confirmed
2363,2024-08-15,2024-09-12,2024-09-14,2,1,3,9,2,1,544.28,272.14,28,cancelled
2364,2024-08-16,2024-09-12,2024-09-14,2,1,3,3,2,1,601.86,300.93,27,confirmed
2365,2024-08-05,2024-09-12,2024-09-17,5,1,1,1,2,1,1292.9,258.58,38,confirmed
2366,2024-08-29,2024-09-12,2024-09-16,4,1,3,1,2,1,1196.16,299.04,14,confirmed
2367,2024-08-25,2024-09-12,2024-09-13,1,1,3,4,2,1,281.35,281.35,18,confirmed
2368,2024-08-22,2024-09-12,2024-09-14,2,1,1,6,3,,558.9,279.45,21,confirmed
2369,2024-08-19,2024-09-12,2024-09-17,5,1,3,1,3,,1155.1,231.02,24,confirmed
2370,2024-08-18,2024-09-12,2024-09-13,1,1,2,11,4,,297.28,297.28,25,confirmed
2371,2024-09-08,2024-09-12,2024-09-15,3,1,1,1,4,,842.58,280.86,4,confirmed
2372,2024-08-31,2024-09-12,2024-09-14,2,1,1,1,4,,616.64,308.32,12,confirmed
2373,2024-08-24,2024-09-12,2024-09-13,1,1,1,9,4,,301.37,301.37,19,confirmed
2374,2024-08-31,2024-09-12,2024-09-13,1,1,1,2,4,,310.09,310.09,12,confirmed
2375,2024-09-03,2024-09-12,2024-09-15,3,1,3,2,5,,841.23,280.41,9,confirmed
2376,2024-09-06,2024-09-12,2024-09-14,2,1,2,1,6,,509.5,254.75,6,confirmed
2377,2024-09-06,2024-09-12,2024-09-13,1,1,2,2,6,,307.24,307.24,6,confirmed
2378,2024-08-03,2024-09-12,2024-09-14,2,1,3,11,6,,582.34,291.17,40,confirmed
2379,2024-09-09,2024-09-12,2024-09-14,2,1,1,1,6,,575.66,287.83,3,cancelled
2380,2024-08-30,2024-09-12,2024-09-18,6,1,3,2,6,,1526.82,254.47,13,confirmed
2381,2024-08-04,2024-09-12,2024-09-13,1,1,1,12,6,,295.65,295.65,39,confirmed
2382,2024-08-23,2024-09-12,2024-09-13,1,1,3,1,7,,256.38,256.38,20,cancelled
2383,2024-07-25,2024-09-12,2024-09-13,1,1,2,3,7,,285.19,285.19,49,cancelled
2384,2024-08-21,2024-09-12,2024-09-14,2,1,3,9,7,,551.2,275.6,22,confirmed
2385,2024-09-02,2024-09-12,2024-09-16,4,1,2,9,7,,1098.76,274.69,10,cancelled
2386,2024-08-24,2024-09-13,2024-09-14,1,1,1,1,1,,339.85,339.85,20,confirmed
2387,2024-09-11,2024-09-13,2024-09-17,4,1,3,2,1,,1210.76,302.69,2,confirmed
2388,2024-08-22,2024-09-13,2024-09-17,4,1,1,9,1,,1117.16,279.29,22,confirmed
2389,2024-08-28,2024-09-13,2024-09-16,3,1,1,10,1,,811.38,270.46,16,confirmed
2390,2024-09-01,2024-09-13,2024-09-14,1,1,3,1,1,,302.76,302.76,12,confirmed
2391,2024-08-20,2024-09-13,2024-09-14,1,1,2,1,1,,315.01,315.01,24,confirmed
2392,2024-08-22,2024-09-13,2024-09-14,1,1,3,1,1,,306.35,306.35,22,confirmed
2393,2024-08-22,2024-09-13,2024-09-16,3,1,2,7,1,,907.02,302.34,22,confirmed
2394,2024-09-07,2024-09-13,2024-09-16,3,1,3,1,1,,997.11,332.37,6,confirmed
2395,2024-09-07,2024-09-13,2024-09-14,1,1,1,12,2,1,309.65,309.65,6,confirmed
2396,2024-08-18,2024-09-13,2024-09-14,1,1,2,1,2,,342.59,342.59,26,confirmed
2397,2024-09-10,2024-09-13,2024-09-14,1,1,2,2,2,1,299.84,299.84,3,confirmed
2398,2024-07-30,2024-09-13,2024-09-17,4,1,1,1,2,,1063.52,265.88,45,cancelled
2399,2024-08-31,2024-09-13,2024-09-14,1,1,1,2,2,1,300.81,300.81,13,confirmed
2400,2024-09-05,2024-09-13,2024-09-16,3,1,1,2,2,1,908.28,302.76,8,cancelled
2401,2024-07-26,2024-09-13,2024-09-15,2,1,1,6,2,,531.48,265.74,49,confirmed
2402,2024-08-27,2024-09-13,2024-09-15,2,1,1,1,2,1,630.04,315.02,17,confirmed
2403,2024-09-07,2024-09-13,2024-09-17,4,1,2,3,3,,1408.52,352.13,6,confirmed
2404,2024-08-20,2024-09-13,2024-09-15,2,1,1,2,3,,639.72,319.86,24,confirmed
2405,2024-08-23,2024-09-13,2024-09-14,1,1,2,6,3,,294.61,294.61,21,confirmed
2406,2024-08-29,2024-09-13,2024-09-14,1,1,1,4,4,,315.6,315.6,15,confirmed
2407,2024-07-23,2024-09-13,2024-09-15,2,1,2,4,4,,674.96,337.48,52,confirmed
2408,2024-09-04,2024-09-13,2024-09-16,3,1,3,4,5,,954.78,318.26,9,confirmed
2409,2024-09-09,2024-09-13,2024-09-14,1,1,2,4,6,,305.65,305.65,4,confirmed
2410,2024-09-08,2024-09-13,2024-09-14,1,1,3,4,6,,307.25,307.25,5,cancelled
2411,2024-09-07,2024-09-13,2024-09-14,1,1,2,1,6,,300.17,300.17,6,confirmed
2412,2024-09-04,2024-09-13,2024-09-17,4,1,2,11,6,,1215.04,303.76,9,confirmed
2413,2024-08-03,2024-09-13,2024-09-14,1,1,2,2,6,,318.22,318.22,41,confirmed
2414,2024-09-06,2024-09-13,2024-09-17,4,1,2,8,6,,1155.96,288.99,7,cancelled
2415,2024-07-28,2024-09-13,2024-09-15,2,1,3,9,6,,534.22,267.11,47,confirmed
2416,2024-08-13,2024-09-13,2024-09-14,1,1,2,10,7,,299.59,299.59,31,confirmed
2417,2024-09-07,2024-09-13,2024-09-15,2,1,1,1,7,,605.1,302.55,6,confirmed
2418,2024-08-21,2024-09-13,2024-09-17,4,1,1,1,7,,1242.52,310.63,23,confirmed
2419,2024-09-10,2024-09-13,2024-09-14,1,1,2,12,7,,322.63,322.63,3,confirmed
2420,2024-08-16,2024-09-13,2024-09-15,2,1,3,1,7,,635.94,317.97,28,confirmed
2421,2024-07-30,2024-09-14,2024-09-15,1,1,3,6,1,,306.9,306.9,46,confirmed
2422,2024-08-26,2024-09-14,2024-09-16,2,1,3,8,1,,660.52,330.26,19,confirmed
2423,2024-09-11,2024-09-14,2024-09-18,4,1,3,2,1,,1316.92,329.23,3,confirmed
2424,2024-08-25,2024-09-14,2024-09-16,2,1,1,9,1,,665.4,332.7,20,confirmed
2425,2024-09-11,2024-09-14,2024-09-15,1,1,1,1,1,,353.86,353.86,3,confirmed
2426,2024-08-21,2024-09-14,2024-09-17,3,1,1,4,1,,832.68,277.56,24,confirmed
2427,2024-08-05,2024-09-14,2024-09-17,3,1,1,1,1,,1062.93,354.31,40,confirmed
2428,2024-08-28,2024-09-14,2024-09-15,1,1,2,1,1,,362.38,362.38,17,confirmed
2429,2024-08-30,2024-09-14,2024-09-17,3,1,3,9,1,,994.83,331.61,15,confirmed
2430,2024-08-13,2024-09-14,2024-09-17,3,1,2,1,1,,996.57,332.19,32,confirmed
2431,2024-08-22,2024-09-14,2024-09-17,3,1,3,10,1,,936.54,312.18,23,confirmed
2432,2024-08-15,2024-09-14,2024-09-15,1,1,2,2,1,,318.13,318.13,30,confirmed
2433,2024-07-01,2024-09-14,2024-09-15,1,1,3,6,1,,334.73,334.73,75,confirmed
2434,2024-08-22,2024-09-14,2024-09-15,1,1,1,10,2,,330.57,330.57,23,confirmed
2435,2024-08-18,2024-09-14,2024-09-15,1,1,3,2,2,1,289.36,289.36,27,confirmed
2436,2024-08-15,2024-09-14,2024-09-15,1,1,1,1,2,,306.58,306.58,30,confirmed
2437,2024-08-31,2024-09-14,2024-09-15,1,1,3,7,2,,272.38,272.38,14,confirmed
2438,2024-06-23,2024-09-14,2024-09-15,1,1,3,1,2,,316.41,316.41,83,confirmed
2439,2024-08-24,2024-09-14,2024-09-16,2,1,3,12,2,,628.44,314.22,21,confirmed
2440,2024-09-07,2024-09-14,2024-09-15,1,1,1,2,2,1,327.81,327.81,7,confirmed
2441,2024-09-03,2024-09-14,2024-09-15,1,1,1,2,2,,281.23,281.23,11,confirmed
2442,2024-09-01,2024-09-14,2024-09-15,1,1,2,1,2,1,304.11,304.11,13,confirmed
2443,2024-09-01,2024-09-14,2024-09-15,1,1,1,9,3,,326.0,326.0,13,confirmed
2444,2024-09-07,2024-09-14,2024-09-15,1,1,1,2,4,,326.07,326.07,7,confirmed
2445,2024-08-23,2024-09-14,2024-09-16,2,1,1,4,4,,595.5,297.75,22,confirmed
2446,2024-08-09,2024-09-14,2024-09-17,3,1,2,4,4,,934.38,311.46,36,cancelled
2447,2024-09-02,2024-09-14,2024-09-15,1,1,1,1,5,,259.81,259.81,12,confirmed
2448,2024-09-01,2024-09-14,2024-09-17,3,1,2,3,5,,893.16,297.72,13,confirmed
2449,2024-08-14,2024-09-14,2024-09-16,2,1,3,10,5,,580.88,290.44,31,cancelled
2450,2024-08-25,2024-09-14,2024-09-15,1,1,1,1,5,,314.65,314.65,20,confirmed
2451,2024-08-17,2024-09-14,2024-09-15,1,1,3,1,6,,291.58,291.58,28,confirmed
2452,2024-09-09,2024-09-14,2024-09-17,3,1,1,4,6,,908.94,302.98,5,confirmed
2453,2024-09-02,2024-09-14,2024-09-17,3,1,3,4,6,,826.95,275.65,12,confirmed
2454,2024-08-23,2024-09-14,2024-09-15,1,1,1,9,6,,315.17,315.17,22,confirmed
2455,2024-09-07,2024-09-14,2024-09-16,2,1,2,3,6,,641.38,320.69,7,confirmed
2456,2024-09-06,2024-09-14,2024-09-16,2,1,3,1,6,,573.52,286.76,8,confirmed
2457,2024-09-12,2024-09-14,2024-09-18,4,1,2,1,6,,1267.48,316.87,2,cancelled
2458,2024-09-11,2024-09-14,2024-09-15,1,1,1,1,6,,296.82,296.82,3,confirmed
2459,2024-09-08,2024-09-14,2024-09-18,4,1,1,10,6,,1307.92,326.98,6,confirmed
2460,2024-09-12,2024-09-14,2024-09-18,4,1,3,8,6,,1393.08,348.27,2,confirmed
2461,2024-08-25,2024-09-14,2024-09-18,4,1,2,8,6,,1092.8,273.2,20,confirmed
2462,2024-09-04,2024-09-14,2024-09-15,1,1,3,9,6,,317.92,317.92,10,cancelled
2463,2024-08-18,2024-09-14,2024-09-15,1,1,3,12,7,,311.86,311.86,27,confirmed
2464,2024-08-23,2024-09-14,2024-09-15,1,1,3,1,7,,325.19,325.19,22,confirmed
2465,2024-08-25,2024-09-14,2024-09-15,1,1,1,2,7,,341.33,341.33,20,cancelled
2466,2024-09-06,2024-09-14,2024-09-15,1,1,1,10,7,,323.14,323.14,8,confirmed
2467,2024-08-12,2024-09-15,2024-09-16,1,1,1,9,1,,303.7,303.7,34,confirmed
2468,2024-08-05,2024-09-15,2024-09-17,2,1,2,8,1,,637.66,318.83,41,cancelled
2469,2024-09-03,2024-09-15,2024-09-18,3,1,3,8,1,,864.6,288.2,12,confirmed
2470,2024-09-01,2024-09-15,2024-09-16,1,1,2,4,1,,282.6,282.6,14,confirmed
2471,2024-08-16,2024-09-15,2024-09-16,1,1,1,1,1,,277.31,277.31,30,cancelled
2472,2024-09-08,2024-09-15,2024-09-16,1,1,2,6,1,,296.1,296.1,7,confirmed
2473,2024-09-13,2024-09-15,2024-09-16,1,1,1,1,1,,304.2,304.2,2,cancelled
2474,2024-07-11,2024-09-15,2024-09-17,2,1,2,3,1,,588.58,294.29,66,cancelled
2475,2024-08-15,2024-09-15,2024-09-16,1,1,3,6,2,1,270.94,270.94,31,confirmed
2476,2024-09-06,2024-09-15,2024-09-20,5,1,1,8,2,1,1348.3,269.66,9,confirmed
2477,2024-09-02,2024-09-15,2024-09-16,1,1,3,1,2,,300.4,300.4,13,confirmed
2478,2024-08-30,2024-09-15,2024-09-18,3,1,1,4,2,1,759.0,253.0,16,confirmed
2479,2024-09-07,2024-09-15,2024-09-20,5,1,2,8,2,,1106.55,221.31,8,confirmed
2480,2024-09-12,2024-09-15,2024-09-18,3,1,1,9,3,,913.86,304.62,3,confirmed
2481,2024-08-28,2024-09-15,2024-09-18,3,1,1,4,3,,780.03,260.01,18,confirmed
2482,2024-08-26,2024-09-15,2024-09-18,3,1,2,4,3,,836.46,278.82,20,confirmed
2483,2024-08-25,2024-09-15,2024-09-18,3,1,2,6,4,,935.01,311.67,21,confirmed
2484,2024-08-29,2024-09-15,2024-09-16,1,1,2,8,4,,225.86,225.86,17,confirmed
2485,2024-08-26,2024-09-15,2024-09-16,1,1,2,2,4,,261.36,261.36,20,confirmed
2486,2024-09-08,2024-09-15,2024-09-16,1,1,2,1,4,,246.49,246.49,7,confirmed
2487,2024-08-21,2024-09-15,2024-09-16,1,1,2,2,7,,277.82,277.82,25,confirmed
2488,2024-08-19,2024-09-15,2024-09-17,2,1,2,3,7,,631.26,315.63,27,confirmed
2489,2024-08-18,2024-09-16,2024-09-18,2,1,2,4,1,,670.24,335.12,29,confirmed
2490,2024-07-26,2024-09-16,2024-09-17,1,1,2,7,1,,298.37,298.37,52,confirmed
2491,2024-09-07,2024-09-16,2024-09-19,3,1,2,10,1,,797.58,265.86,9,confirmed
2492,2024-09-10,2024-09-16,2024-09-19,3,1,2,1,2,1,733.35,244.45,6,confirmed
2493,2024-08-29,2024-09-16,2024-09-19,3,1,3,9,2,1,854.25,284.75,18,confirmed
2494,2024-09-05,2024-09-16,2024-09-20,4,1,1,5,2,1,1056.32,264.08,11,confirmed
2495,2024-09-06,2024-09-16,2024-09-17,1,1,3,4,3,,302.16,302.16,10,confirmed
2496,2024-08-16,2024-09-16,2024-09-17,1,1,3,4,3,,274.57,274.57,31,confirmed
2497,2024-08-23,2024-09-16,2024-09-17,1,1,1,1,4,,279.18,279.18,24,confirmed
2498,2024-08-05,2024-09-16,2024-09-19,3,1,2,2,4,,799.65,266.55,42,confirmed
2499,2024-08-13,2024-09-16,2024-09-17,1,1,1,7,4,,249.31,249.31,34,confirmed
2500,2024-09-09,2024-09-16,2024-09-20,4,1,2,1,4,,888.12,222.03,7,confirmed
2501,2024-09-07,2024-09-16,2024-09-17,1,1,2,2,4,,258.76,258.76,9,confirmed
2502,2024-09-13,2024-09-16,2024-09-18,2,1,2,4,4,,518.36,259.18,3,confirmed
2503,2024-09-12,2024-09-16,2024-09-17,1,1,1,1,6,,278.82,278.82,4,confirmed
2504,2024-09-07,2024-09-16,2024-09-17,1,1,3,12,6,,269.46,269.46,9,confirmed
2505,2024-09-01,2024-09-16,2024-09-17,1,1,2,1,6,,251.89,251.89,15,confirmed
2506,2024-08-22,2024-09-16,2024-09-19,3,1,1,1,6,,858.06,286.02,25,confirmed
2507,2024-09-10,2024-09-16,2024-09-17,1,1,3,9,6,,266.95,266.95,6,confirmed
2508,2024-09-07,2024-09-16,2024-09-17,1,1,2,3,7,,313.66,313.66,9,confirmed
2509,2024-08-27,2024-09-16,2024-09-19,3,1,2,4,7,,938.64,312.88,20,confirmed
2510,2024-08-22,2024-09-16,2024-09-18,2,1,2,8,7,,568.5,284.25,25,confirmed
2511,2024-09-05,2024-09-16,2024-09-20,4,1,2,1,7,,1124.44,281.11,11,confirmed
2512,2024-09-08,2024-09-17,2024-09-18,1,1,3,4,1,,256.78,256.78,9,confirmed
2513,2024-08-20,2024-09-17,2024-09-23,6,1,2,7,1,,1604.52,267.42,28,confirmed
2514,2024-09-12,2024-09-17,2024-09-20,3,1,1,2,1,,882.33,294.11,5,confirmed
2515,2024-08-14,2024-09-17,2024-09-18,1,1,1,7,1,,309.79,309.79,34,cancelled
2516,2024-09-15,2024-09-17,2024-09-25,8,1,1,4,1,,1838.4,229.8,2,confirmed
2517,2024-09-06,2024-09-17,2024-09-19,2,1,2,2,1,,567.66,283.83,11,confirmed
2518,2024-09-01,2024-09-17,2024-09-19,2,1,3,5,1,,540.08,270.04,16,confirmed
2519,2024-08-28,2024-09-17,2024-09-22,5,1,1,2,1,,1177.8,235.56,20,confirmed
